"Excel Raw Data Export"
"(C)Copyright 2005 Corbett Research, Pty Ltd. (R) All Rights Reserved."
"File";"200303 TexRed02.rex"
"Date";"2020-03-03"
"Time";"08:16:47"


"Channel Cycling A.FAM/TxRed"

"ID";"1";"2";"3";"4";"5";"6";"7";"8"
"24";"-0,131757748642316";"-2,38228899665776E-02";"-5,21972823634899E-02";"-4,41217846608751E-02";"-0,058879527378884";"-0,114982316383493";"-8,62627124390891E-02";"-0,158836820934754"
"25";"-0,137063207383398";"-2,09137091953472E-02";"-5,74757242268465E-02";"-4,42935849993165E-02";"-5,28676081470787E-02";"-0,119446289821056";"-9,15995583143185E-02";"-0,164507511761251"
"26";"-0,142110132855854";"-2,10898560164028E-02";"-6,17734072109042E-02";"-4,67136564002103E-02";"-4,64840926199156E-02";"-0,123216996081266";"-9,63087929067993E-02";"-0,169243872104801"
"27";"-0,146593363902233";"-2,39828186036336E-02";"-6,43116823730052E-02";"-5,10121929372395E-02";"-0,041151812355907";"-0,126454326025303";"-0,100313068169123";"-0,17324856411388"
"28";"-0,150358222306022";"-2,89731921689743E-02";"-0,064434983157389";"-5,67069393445431E-02";"-3,78808410394029E-02";"-0,129364437615394";"-0,103553490982767";"-0,176975178345928"
"29";"-0,153568247364501";"-3,53234662341206E-02";"-6,18324585065141E-02";"-6,33107043683773E-02";"-3,72081574485819E-02";"-0,132102908553537";"-0,106147964130147";"-0,180987615851067"
"30";"-0,156653934981096";"-4,25091199955709E-02";"-5,68073546179461E-02";"-7,05159943038849E-02";"-0,03904414779619";"-0,134772454871238";"-0,10826666408425";"-0,185705848407026"
"31";"-0,160242470760427";"-5,01196757130115E-02";"-5,02294535183276E-02";"-7,81187242244623E-02";"-4,29791792479732E-02";"-0,137423558969581";"-0,110195732373824";"-0,191304099641963"
"32";"-0,164753509164288";"-0,057876053512469";"-4,33947958210107E-02";"-8,60785213065349E-02";"-4,83450673650052E-02";"-0,140169915208348";"-0,112214483440955";"-0,197708745885507"
"33";"-0,17035638885054";"-6,54485172675446E-02";"-3,75516553403361E-02";"-9,43554513486957E-02";"-5,45615720205919E-02";"-0,14316389886184";"-0,114738655583141";"-0,204686580041173"
"34";"-0,176846888370525";"-7,26522147643678E-02";"-3,36535273867764E-02";"-0,102930055842976";"-0,06112609397783";"-0,14660611724978";"-0,118005406613505";"-0,211915029262924"
"35";"-0,183897643590025";"-7,94534187733786E-02";"-3,21016104731459E-02";"-0,111648678085883";"-6,77142243762568E-02";"-0,150557204982465";"-0,122223030112193";"-0,2191357566395"
"36";"-0,191061787693734";"-8,62013732643983E-02";"-3,29415400799747E-02";"-0,120283450075215";"-7,40518692974332E-02";"-0,154929583918699";"-0,127506440524296";"-0,226182673951884"
"37";"-0,198132358970022";"-9,30563381177357E-02";"-3,56270677448775E-02";"-0,128778220825043";"-8,01158193636341E-02";"-0,159611067970511";"-0,133760021118316";"-0,233069467564564"
"38";"-0,205020078769119";"-0,100242504364421";"-0,039614056584686";"-0,13707919359834";"-8,59332442752559E-02";"-0,164456856574987";"-0,140764059839726";"-0,239830700462673"
"39";"-0,211907798568217";"-0,107428670611105";"-4,36010454244945E-02";"-0,145380166371637";"-9,17506691868777E-02";"-0,169302645179464";"-0,147768098561136";"-0,246591933360783"
"40";"-0,218795518367314";"-0,11461483685779";"-0,047588034264303";"-0,153681139144934";"-9,75680940984995E-02";"-0,17414843378394";"-0,154772137282546";"-0,253353166258892"




